Mod:Item:MetaData, Localized Name
quark:stained_clay_tiles_orange_slab:0, Orange Terracotta Shingle Slab
quark:stained_clay_tiles_magenta_slab:0, Magenta Terracotta Shingle Slab
quark:stained_clay_tiles_light_blue_slab:0, Light Blue Terracotta Shingle Slab
quark:stained_clay_tiles_yellow_slab:0, Yellow Terracotta Shingle Slab
quark:stained_clay_tiles_lime_slab:0, Lime Terracotta Shingle Slab
quark:stained_clay_tiles_pink_slab:0, Pink Terracotta Shingle Slab
quark:stained_clay_tiles_gray_slab:0, Gray Terracotta Shingle Slab
quark:stained_clay_tiles_silver_slab:0, Light Gray Terracotta Shingle Slab
quark:stained_clay_tiles_cyan_slab:0, Cyan Terracotta Shingle Slab
quark:stained_clay_tiles_purple_slab:0, Purple Terracotta Shingle Slab
quark:stained_clay_tiles_blue_slab:0, Blue Terracotta Shingle Slab
quark:stained_clay_tiles_brown_slab:0, Brown Terracotta Shingle Slab
quark:stained_clay_tiles_green_slab:0, Green Terracotta Shingle Slab
quark:stained_clay_tiles_red_slab:0, Red Terracotta Shingle Slab
quark:stained_clay_tiles_black_slab:0, Black Terracotta Shingle Slab
quark:bark:0, Oak Bark
quark:bark:1, Spruce Bark
quark:bark:2, Birch Bark
quark:bark:3, Jungle Bark
quark:bark:4, Acacia Bark
quark:bark:5, Dark Oak Bark
quark:bark_oak_wall, tile.bark_oak_wall.name
quark:bark_oak_stairs, tile.bark_oak_stairs.name
quark:bark_oak_slab:0, Oak Bark Slab
quark:bark_spruce_wall, tile.bark_spruce_wall.name
quark:bark_spruce_stairs, tile.bark_spruce_stairs.name
quark:bark_spruce_slab:0, Spruce Bark Slab
quark:bark_birch_wall, tile.bark_birch_wall.name
quark:bark_birch_stairs, tile.bark_birch_stairs.name
quark:bark_birch_slab:0, Birch Bark Slab
quark:bark_jungle_wall, tile.bark_jungle_wall.name
quark:bark_jungle_stairs, tile.bark_jungle_stairs.name
quark:bark_jungle_slab:0, Jungle Bark Slab
quark:bark_acacia_wall, tile.bark_acacia_wall.name
quark:bark_acacia_stairs, tile.bark_acacia_stairs.name
quark:bark_acacia_slab:0, Acacia Bark Slab
quark:bark_dark_oak_wall, tile.bark_dark_oak_wall.name
quark:bark_dark_oak_stairs, tile.bark_dark_oak_stairs.name
quark:bark_dark_oak_slab:0, Dark Oak Bark Slab
quark:sturdy_stone, tile.sturdy_stone.name
quark:iron_plate:0, Iron Plate
quark:iron_plate:1, Rusty Iron Plate
quark:iron_plate_stairs, tile.iron_plate_stairs.name
quark:iron_plate_slab:0, Iron Plate Slab
quark:sandy_bricks, tile.sandy_bricks.name
quark:sandy_bricks_stairs, tile.sandy_bricks_stairs.name
quark:sandy_bricks_slab:0, Sandy Brick Slab
quark:sandy_bricks_wall, tile.sandy_bricks_wall.name
quark:stone_stairs, tile.stone_stairs.name
quark:stone_granite_stairs, tile.stone_granite_stairs.name
quark:stone_granite_slab:0, Granite Slab
quark:stone_diorite_stairs, tile.stone_diorite_stairs.name
quark:stone_diorite_slab:0, Diorite Slab
quark:stone_andesite_stairs, tile.stone_andesite_stairs.name
quark:stone_andesite_slab:0, Andesite Slab
quark:end_bricks_stairs, tile.end_bricks_stairs.name
quark:end_bricks_slab:0, End Brick Slab
quark:prismarine_stairs, tile.prismarine_stairs.name
quark:prismarine_slab:0, Prismarine Slab
quark:prismarine_bricks_stairs, tile.prismarine_bricks_stairs.name
quark:prismarine_bricks_slab:0, Prismarine Brick Slab
quark:prismarine_dark_stairs, tile.prismarine_dark_stairs.name
quark:prismarine_dark_slab:0, Dark Prismarine Slab
quark:red_nether_brick_stairs, tile.red_nether_brick_stairs.name
quark:red_nether_brick_slab:0, Red Nether Brick Slab
quark:cobblestone_mossy_stairs, tile.cobblestone_mossy_stairs.name
quark:cobblestone_mossy_slab:0, Moss Stone Slab
quark:stonebrick_mossy_stairs, tile.stonebrick_mossy_stairs.name
quark:stonebrick_mossy_slab:0, Mossy Stone Brick Slab
quark:thatch, tile.thatch.name
quark:thatch_stairs, tile.thatch_stairs.name
quark:thatch_slab:0, Thatch Slab
quark:charred_nether_bricks, tile.charred_nether_bricks.name
quark:charred_nether_brick_stairs, tile.charred_nether_brick_stairs.name
quark:charred_nether_brick_slab:0, Charred Nether Brick Slab
quark:world_stone_bricks:0, Granite Bricks
quark:world_stone_bricks:1, Diorite Bricks
quark:world_stone_bricks:2, Andesite Bricks
quark:world_stone_bricks:3, Basalt Bricks
quark:world_stone_bricks:4, Marble Bricks
quark:world_stone_bricks:5, Limestone Bricks
quark:world_stone_bricks:6, Jasper Bricks
quark:world_stone_bricks:7, Slate Bricks
quark:world_stone_carved:0, Chiseled Granite Bricks
quark:world_stone_carved:1, Chiseled Diorite Bricks
quark:world_stone_carved:2, Chiseled Andesite Bricks
quark:world_stone_carved:3, Chiseled Basalt Bricks
quark:world_stone_carved:4, Chiseled Marble Bricks
quark:world_stone_carved:5, Chiseled Limestone Bricks
quark:world_stone_carved:6, Chiseled Jasper Bricks
quark:world_stone_carved:7, Chiseled Slate Bricks
quark:stone_granite_bricks_stairs, tile.stone_granite_bricks_stairs.name
quark:stone_granite_bricks_slab:0, Granite Brick Slab
quark:stone_diorite_bricks_stairs, tile.stone_diorite_bricks_stairs.name
quark:stone_diorite_bricks_slab:0, Diorite Brick Slab
quark:stone_andesite_bricks_stairs, tile.stone_andesite_bricks_stairs.name
quark:stone_andesite_bricks_slab:0, Andesite Brick Slab
quark:stone_basalt_bricks_stairs, tile.stone_basalt_bricks_stairs.name
quark:stone_basalt_bricks_slab:0, Basalt Brick Slab
quark:stone_marble_bricks_stairs, tile.stone_marble_bricks_stairs.name
quark:stone_marble_bricks_slab:0, Marble Brick Slab
quark:stone_limestone_bricks_stairs, tile.stone_limestone_bricks_stairs.name
quark:stone_limestone_bricks_slab:0, Limestone Brick Slab
quark:stone_jasper_bricks_stairs, tile.stone_jasper_bricks_stairs.name
quark:stone_jasper_bricks_slab:0, Jasper Brick Slab
quark:stone_slate_bricks_stairs, tile.stone_slate_bricks_stairs.name
quark:stone_slate_bricks_slab:0, Slate Brick Slab
quark:stone_granite_bricks_wall, tile.stone_granite_bricks_wall.name
quark:stone_diorite_bricks_wall, tile.stone_diorite_bricks_wall.name
quark:stone_andesite_bricks_wall, tile.stone_andesite_bricks_wall.name
quark:stone_basalt_bricks_wall, tile.stone_basalt_bricks_wall.name
quark:stone_marble_bricks_wall, tile.stone_marble_bricks_wall.name
quark:stone_limestone_bricks_wall, tile.stone_limestone_bricks_wall.name
quark:stone_jasper_bricks_wall, tile.stone_jasper_bricks_wall.name
quark:stone_slate_bricks_wall, tile.stone_slate_bricks_wall.name
quark:midori_block, tile.midori_block.name
quark:midori_pillar, tile.midori_pillar.name
quark:midori_block_stairs, tile.midori_block_stairs.name
quark:midori_block_slab:0, Midori Slab
quark:midori_block_wall, tile.midori_block_wall.name
quark:magma_bricks, tile.magma_bricks.name
quark:magma_bricks_stairs, tile.magma_bricks_stairs.name
quark:magma_bricks_slab:0, Magma Brick Slab
quark:vertical_planks:0, Vertical Oak Wood Planks
quark:vertical_planks:1, Vertical Spruce Wood Planks
quark:vertical_planks:2, Vertical Birch Wood Planks
quark:vertical_planks:3, Vertical Jungle Wood Planks
quark:vertical_planks:4, Vertical Acacia Wood Planks
quark:vertical_planks:5, Vertical Dark Oak Wood Planks
quark:vertical_stained_planks:0, Vertical White Stained Planks
quark:vertical_stained_planks:1, Vertical Orange Stained Planks
quark:vertical_stained_planks:2, Vertical Magenta Stained Planks
quark:vertical_stained_planks:3, Vertical Light Blue Stained Planks
quark:vertical_stained_planks:4, Vertical Yellow Stained Planks
quark:vertical_stained_planks:5, Vertical Lime Stained Planks
quark:vertical_stained_planks:6, Vertical Pink Stained Planks
quark:vertical_stained_planks:7, Vertical Gray Stained Planks
quark:vertical_stained_planks:8, Vertical Light Gray Stained Planks
quark:vertical_stained_planks:9, Vertical Cyan Stained Planks
quark:vertical_stained_planks:10, Vertical Purple Stained Planks
quark:vertical_stained_planks:11, Vertical Blue Stained Planks
quark:vertical_stained_planks:12, Vertical Brown Stained Planks
quark:vertical_stained_planks:13, Vertical Green Stained Planks
quark:vertical_stained_planks:14, Vertical Red Stained Planks
quark:vertical_stained_planks:15, Vertical Black Stained Planks
quark:duskbound_block, tile.duskbound_block.name
quark:duskbound_lantern, tile.duskbound_lantern.name
quark:duskbound_block_stairs, tile.duskbound_block_stairs.name
quark:duskbound_block_slab:0, Duskbound Slab
quark:duskbound_block_wall, tile.duskbound_block_wall.name
quark:world_stone_pavement:0, Granite Pavement
quark:world_stone_pavement:1, Diorite Pavement
quark:world_stone_pavement:2, Andesite Pavement
quark:world_stone_pavement:3, Basalt Pavement
quark:world_stone_pavement:4, Marble Pavement
quark:world_stone_pavement:5, Limestone Pavement
quark:world_stone_pavement:6, Jasper Pavement
quark:world_stone_pavement:7, Slate Pavement
quark:reed_block, tile.reed_block.name
quark:reed_block_stairs, tile.reed_block_stairs.name
quark:reed_block_slab:0, Sugar Cane Slab
quark:reed_block_wall, tile.reed_block_wall.name
quark:snow_bricks, tile.snow_bricks.name
quark:snow_bricks_stairs, tile.snow_bricks_stairs.name
quark:snow_bricks_slab:0, Snow Brick Slab
quark:snow_bricks_wall, tile.snow_bricks_wall.name
quark:carved_wood:0, Carved Oak Wood
quark:carved_wood:1, Carved Spruce Wood
quark:carved_wood:2, Carved Birch Wood
quark:carved_wood:3, Carved Jungle Wood
quark:carved_wood:4, Carved Acacia Wood
quark:carved_wood:5, Carved Dark Oak Wood
quark:soul_sandstone:0, Soul Sandstone
quark:soul_sandstone:1, Chiseled Soul Sandstone
quark:soul_sandstone:2, Smooth Soul Sandstone
quark:soul_sandstone_slab:0, Soul Sandstone Slab
quark:soul_sandstone_stairs, tile.soul_sandstone_stairs.name
quark:soul_sandstone_wall, tile.soul_sandstone_wall.name
quark:turf, tile.turf.name
quark:turf_stairs, tile.turf_stairs.name
quark:turf_slab:0, Turf Slab
quark:framed_glass, tile.framed_glass.name
quark:framed_glass_pane, tile.framed_glass_pane.name
quark:polished_netherrack:0, Netherwrought Stone
quark:polished_netherrack:1, Netherwrought Bricks
quark:polished_netherrack_bricks_stairs, tile.polished_netherrack_bricks_stairs.name
quark:polished_netherrack_bricks_slab:0, Netherwrought Brick Slab
quark:polished_netherrack_bricks_wall, tile.polished_netherrack_bricks_wall.name
quark:trowel, item.trowel.name
quark:quilted_wool:0, White Quilted Wool
quark:quilted_wool:1, Orange Quilted Wool
quark:quilted_wool:2, Magenta Quilted Wool
quark:quilted_wool:3, Light Blue Quilted Wool
quark:quilted_wool:4, Yellow Quilted Wool
quark:quilted_wool:5, Lime Quilted Wool
quark:quilted_wool:6, Pink Quilted Wool
quark:quilted_wool:7, Gray Quilted Wool
quark:quilted_wool:8, Light Gray Quilted Wool
quark:quilted_wool:9, Cyan Quilted Wool
quark:quilted_wool:10, Purple Quilted Wool
quark:quilted_wool:11, Blue Quilted Wool
quark:quilted_wool:12, Brown Quilted Wool
quark:quilted_wool:13, Green Quilted Wool
quark:quilted_wool:14, Red Quilted Wool
quark:quilted_wool:15, Black Quilted Wool
quark:glass_shards:0, Glass Shard
quark:glass_shards:1, White Glass Shard
quark:glass_shards:2, Orange Glass Shard
quark:glass_shards:3, Magenta Glass Shard
quark:glass_shards:4, Light Blue Glass Shard
quark:glass_shards:5, Yellow Glass Shard
quark:glass_shards:6, Lime Glass Shard
quark:glass_shards:7, Pink Glass Shard
quark:glass_shards:8, Gray Glass Shard
quark:glass_shards:9, Light Gray Glass Shard
quark:glass_shards:10, Cyan Glass Shard
quark:glass_shards:11, Purple Glass Shard
quark:glass_shards:12, Blue Glass Shard
quark:glass_shards:13, Brown Glass Shard
quark:glass_shards:14, Green Glass Shard
quark:glass_shards:15, Red Glass Shard
quark:glass_shards:16, Black Glass Shard
quark:chute, tile.chute.name
quark:sugar_block, tile.sugar_block.name
quark:redstone_randomizer, tile.redstone_randomizer.name
quark:iron_button, tile.iron_button.name
quark:gold_button, tile.gold_button.name
quark:ender_watcher, tile.ender_watcher.name
quark:iron_rod, tile.iron_rod.name
quark:color_slime:0, Red Slime Block
quark:color_slime:1, Blue Slime Block
quark:color_slime:2, Cyan Slime Block
quark:color_slime:3, Magenta Slime Block
quark:color_slime:4, Yellow Slime Block
quark:gravisand, tile.gravisand.name
quark:redstone_inductor, tile.redstone_inductor.name
quark:obsidian_pressure_plate, tile.obsidian_pressure_plate.name
quark:rain_detector, tile.rain_detector.name
quark:chain, item.chain.name
quark:witch_hat, item.witch_hat.name
quark:pickarang, item.pickarang.name
quark:arrow_ender, item.arrow_ender.name
quark:arrow_explosive, item.arrow_explosive.name
quark:arrow_torch, item.arrow_torch.name
quark:slime_bucket:0, Slime in a Bucket
quark:rune:0, White Rune
quark:rune:1, Orange Rune
quark:rune:2, Magenta Rune
quark:rune:3, Light Blue Rune
quark:rune:4, Yellow Rune
quark:rune:5, Lime Rune
quark:rune:6, Pink Rune
quark:rune:7, Gray Rune
quark:rune:8, Light Gray Rune
quark:rune:9, Cyan Rune
quark:rune:10, Purple Rune
quark:rune:11, Blue Rune
quark:rune:12, Brown Rune
quark:rune:13, Green Rune
quark:rune:14, Red Rune
quark:rune:15, Black Rune
quark:rune:16, Rainbow Rune
quark:black_ash, tile.black_ash.name
quark:ancient_tome, item.ancient_tome.name
quark:horse_whistle, item.horse_whistle.name
quark:soul_powder, item.soul_powder.name
quark:parrot_egg:0, Red Parrot Egg
quark:parrot_egg:1, Blue Parrot Egg
quark:parrot_egg:2, Green Parrot Egg
quark:parrot_egg:3, Cyan Parrot Egg
quark:parrot_egg:4, Gray Parrot Egg
quark:enderdragon_scale, item.enderdragon_scale.name
quark:roots, tile.roots.name
quark:root, item.root.name
quark:roots_blue_flower, tile.roots_blue_flower.name
quark:roots_black_flower, tile.roots_black_flower.name
quark:roots_white_flower, tile.roots_white_flower.name
quark:root_flower:0, Blue Sprout
quark:root_flower:1, Black Sprout
quark:root_flower:2, White Sprout
quark:root_dye:0, Blue Dye
quark:root_dye:1, Black Dye
quark:root_dye:2, White Dye
quark:diamond_heart, item.diamond_heart.name
quark:archaeologist_hat, item.archaeologist_hat.name
quark:variant_leaves:0, Swamp Oak Leaves
quark:variant_leaves:1, Blossoming Leaves
quark:variant_sapling:0, Swamp Oak Sapling
quark:variant_sapling:1, Blossoming Sapling
quark:crystal:0, White Cave Crystal
quark:crystal:1, Red Cave Crystal
quark:crystal:2, Orange Cave Crystal
quark:crystal:3, Yellow Cave Crystal
quark:crystal:4, Green Cave Crystal
quark:crystal:5, Blue Cave Crystal
quark:crystal:6, Indigo Cave Crystal
quark:crystal:7, Violet Cave Crystal
quark:crystal:8, Black Cave Crystal
quark:crystal_pane:0, White Cave Crystal Sheet
quark:crystal_pane:1, Red Cave Crystal Sheet
quark:crystal_pane:2, Orange Cave Crystal Sheet
quark:crystal_pane:3, Yellow Cave Crystal Sheet
quark:crystal_pane:4, Green Cave Crystal Sheet
quark:crystal_pane:5, Blue Cave Crystal Sheet
quark:crystal_pane:6, Indigo Cave Crystal Sheet
quark:crystal_pane:7, Violet Cave Crystal Sheet
quark:crystal_pane:8, Black Cave Crystal Sheet
quark:stone_speleothem, tile.stone_speleothem.name
quark:granite_speleothem, tile.granite_speleothem.name
quark:diorite_speleothem, tile.diorite_speleothem.name
quark:andesite_speleothem, tile.andesite_speleothem.name
quark:netherrack_speleothem, tile.netherrack_speleothem.name
quark:basalt_speleothem, tile.basalt_speleothem.name
quark:marble_speleothem, tile.marble_speleothem.name
quark:limestone_speleothem, tile.limestone_speleothem.name
quark:jasper_speleothem, tile.jasper_speleothem.name
quark:slate_speleothem, tile.slate_speleothem.name
quark:biotite_ore, tile.biotite_ore.name
quark:biotite_block:0, Block of Biotite
quark:biotite_block:1, Chiseled Biotite Block
quark:biotite_block:2, Pillar Biotite Block
quark:biotite, item.biotite.name
quark:biotite_slab:0, Biotite Slab
quark:biotite_stairs, tile.biotite_stairs.name
quark:biotite_wall, tile.biotite_wall.name
quark:monster_box, tile.monster_box.name
quark:basalt:0, Basalt
quark:basalt:1, Polished Basalt
quark:stone_basalt_slab:0, Basalt Slab
quark:stone_basalt_stairs, tile.stone_basalt_stairs.name
quark:basalt_wall, tile.basalt_wall.name
quark:frog_leg, item.frog_leg.name
quark:cooked_frog_leg, item.cooked_frog_leg.name
quark:golden_frog_leg, item.golden_frog_leg.name
quark:pirate_hat, item.pirate_hat.name
quark:crab_leg, item.crab_leg.name
quark:cooked_crab_leg, item.cooked_crab_leg.name
quark:crab_shell, item.crab_shell.name
quark:marble:0, Marble
quark:marble:1, Polished Marble
quark:stone_marble_slab:0, Marble Slab
quark:stone_marble_stairs, tile.stone_marble_stairs.name
quark:marble_wall, tile.marble_wall.name
quark:limestone:0, Limestone
quark:limestone:1, Polished Limestone
quark:stone_limestone_slab:0, Limestone Slab
quark:stone_limestone_stairs, tile.stone_limestone_stairs.name
quark:limestone_wall, tile.limestone_wall.name
quark:jasper:0, Jasper
quark:jasper:1, Polished Jasper
quark:stone_jasper_slab:0, Jasper Slab
quark:stone_jasper_stairs, tile.stone_jasper_stairs.name
quark:jasper_wall, tile.jasper_wall.name
quark:slate:0, Slate
quark:slate:1, Polished Slate
quark:stone_slate_slab:0, Slate Slab
quark:stone_slate_stairs, tile.stone_slate_stairs.name
quark:slate_wall, tile.slate_wall.name
quark:biome_cobblestone:0, Brimstone
quark:biome_cobblestone:1, Permafrost
quark:biome_cobblestone:2, Cobbedstone
quark:biome_brick:0, Brimstone Bricks
quark:biome_brick:1, Permafrost Bricks
quark:elder_prismarine:0, Elder Prismarine
quark:elder_prismarine:1, Elder Prismarine Bricks
quark:elder_prismarine:2, Dark Elder Prismarine
quark:elder_sea_lantern, tile.elder_sea_lantern.name
quark:fire_stone_slab:0, Brimstone Slab
quark:fire_stone_stairs, tile.fire_stone_stairs.name
quark:fire_stone_brick_slab:0, Brimstone Bricks Slab
quark:fire_stone_brick_stairs, tile.fire_stone_brick_stairs.name
quark:icy_stone_slab:0, Permafrost Slab
quark:icy_stone_stairs, tile.icy_stone_stairs.name
quark:icy_stone_brick_slab:0, Permafrost Bricks Slab
quark:icy_stone_brick_stairs, tile.icy_stone_brick_stairs.name
quark:cobbed_stone_slab:0, Cobbedstone Slab
quark:cobbed_stone_stairs, tile.cobbed_stone_stairs.name
quark:elder_prismarine_slab:0, Elder Prismarine Slab
quark:elder_prismarine_stairs, tile.elder_prismarine_stairs.name
quark:elder_prismarine_bricks_slab:0, Elder Prismarine Brick Slab
quark:elder_prismarine_bricks_stairs, tile.elder_prismarine_bricks_stairs.name
quark:elder_prismarine_dark_slab:0, Dark Elder Prismarine Slab
quark:elder_prismarine_dark_stairs, tile.elder_prismarine_dark_stairs.name
quark:fire_stone_wall, tile.fire_stone_wall.name
quark:icy_stone_wall, tile.icy_stone_wall.name
quark:cobbed_stone_wall, tile.cobbed_stone_wall.name
quark:fire_stone_brick_wall, tile.fire_stone_brick_wall.name
quark:icy_stone_brick_wall, tile.icy_stone_brick_wall.name
quark:elder_prismarine_wall, tile.elder_prismarine_wall.name
quark:elder_prismarine_bricks_wall, tile.elder_prismarine_bricks_wall.name
quark:elder_prismarine_dark_wall, tile.elder_prismarine_dark_wall.name
quark:glowcelium, tile.glowcelium.name
quark:glowshroom, tile.glowshroom.name
quark:glowshroom_block, tile.glowshroom_block.name
quark:soul_bead, item.soul_bead.name
quark:smoker, tile.smoker.name
baubles:ring:0, Miner's Ring
bibliocraft:bookcase:0, Oak Bookcase
bibliocraft:bookcase:1, Spruce Bookcase
bibliocraft:bookcase:2, Birch Bookcase
bibliocraft:bookcase:3, Jungle Bookcase
bibliocraft:bookcase:4, Acacia Bookcase
bibliocraft:bookcase:5, Dark Oak Bookcase
bibliocraft:bookcase:6, Framed Bookcase
bibliocraft:bookcasecreative:0, Oak Creative Bookcase
bibliocraft:bookcasecreative:1, Spruce Creative Bookcase
bibliocraft:bookcasecreative:2, Birch Creative Bookcase
bibliocraft:bookcasecreative:3, Jungle Creative Bookcase
bibliocraft:bookcasecreative:4, Acacia Creative Bookcase
bibliocraft:bookcasecreative:5, Dark Oak Creative Bookcase
bibliocraft:bookcasecreative:6, Framed Creative Bookcase
bibliocraft:shelf:0, Oak Shelf
bibliocraft:shelf:1, Spruce Shelf
bibliocraft:shelf:2, Birch Shelf
bibliocraft:shelf:3, Jungle Shelf
bibliocraft:shelf:4, Acacia Shelf
bibliocraft:shelf:5, Dark Oak Shelf
bibliocraft:shelf:6, Framed Shelf
bibliocraft:markerpole, tile.BiblioCraft:MarkerPole.name
bibliocraft:clipboard, tile.BiblioCraft:Clipboard.name
bibliocraft:lanterngold:0, Fancy Lantern
bibliocraft:lanterngold:1, Fancy Lantern
bibliocraft:lanterngold:2, Fancy Lantern
bibliocraft:lanterngold:3, Fancy Lantern
bibliocraft:lanterngold:4, Fancy Lantern
bibliocraft:lanterngold:5, Fancy Lantern
bibliocraft:lanterngold:6, Fancy Lantern
bibliocraft:lanterngold:7, Fancy Lantern
bibliocraft:lanterngold:8, Fancy Lantern
bibliocraft:lanterngold:9, Fancy Lantern
bibliocraft:lanterngold:10, Fancy Lantern
bibliocraft:lanterngold:11, Fancy Lantern
bibliocraft:lanterngold:12, Fancy Lantern
bibliocraft:lanterngold:13, Fancy Lantern
bibliocraft:lanterngold:14, Fancy Lantern
bibliocraft:lanterngold:15, Fancy Lantern
bibliocraft:lanterniron:0, Fancy Lantern
bibliocraft:lanterniron:1, Fancy Lantern
bibliocraft:lanterniron:2, Fancy Lantern
bibliocraft:lanterniron:3, Fancy Lantern
bibliocraft:lanterniron:4, Fancy Lantern
bibliocraft:lanterniron:5, Fancy Lantern
bibliocraft:lanterniron:6, Fancy Lantern
bibliocraft:lanterniron:7, Fancy Lantern
bibliocraft:lanterniron:8, Fancy Lantern
bibliocraft:lanterniron:9, Fancy Lantern
bibliocraft:lanterniron:10, Fancy Lantern
bibliocraft:lanterniron:11, Fancy Lantern
bibliocraft:lanterniron:12, Fancy Lantern
bibliocraft:lanterniron:13, Fancy Lantern
bibliocraft:lanterniron:14, Fancy Lantern
bibliocraft:lanterniron:15, Fancy Lantern
bibliocraft:lampgold:0, Fancy Lamp
bibliocraft:lampgold:1, Fancy Lamp
bibliocraft:lampgold:2, Fancy Lamp
bibliocraft:lampgold:3, Fancy Lamp
bibliocraft:lampgold:4, Fancy Lamp
bibliocraft:lampgold:5, Fancy Lamp
bibliocraft:lampgold:6, Fancy Lamp
bibliocraft:lampgold:7, Fancy Lamp
bibliocraft:lampgold:8, Fancy Lamp
bibliocraft:lampgold:9, Fancy Lamp
bibliocraft:lampgold:10, Fancy Lamp
bibliocraft:lampgold:11, Fancy Lamp
bibliocraft:lampgold:12, Fancy Lamp
bibliocraft:lampgold:13, Fancy Lamp
bibliocraft:lampgold:14, Fancy Lamp
bibliocraft:lampgold:15, Fancy Lamp
bibliocraft:lampiron:0, Fancy Lamp
bibliocraft:lampiron:1, Fancy Lamp
bibliocraft:lampiron:2, Fancy Lamp
bibliocraft:lampiron:3, Fancy Lamp
bibliocraft:lampiron:4, Fancy Lamp
bibliocraft:lampiron:5, Fancy Lamp
bibliocraft:lampiron:6, Fancy Lamp
bibliocraft:lampiron:7, Fancy Lamp
bibliocraft:lampiron:8, Fancy Lamp
bibliocraft:lampiron:9, Fancy Lamp
bibliocraft:lampiron:10, Fancy Lamp
bibliocraft:lampiron:11, Fancy Lamp
bibliocraft:lampiron:12, Fancy Lamp
bibliocraft:lampiron:13, Fancy Lamp
bibliocraft:lampiron:14, Fancy Lamp
bibliocraft:lampiron:15, Fancy Lamp
bibliocraft:furniturepaneler:0, Oak Furniture Paneler
bibliocraft:furniturepaneler:1, Spruce Furniture Paneler
bibliocraft:furniturepaneler:2, Birch Furniture Paneler
bibliocraft:furniturepaneler:3, Jungle Furniture Paneler
bibliocraft:furniturepaneler:4, Acacia Furniture Paneler
bibliocraft:furniturepaneler:5, Dark Oak Furniture Paneler
bibliocraft:furniturepaneler:6, Framed Furniture Paneler
bibliocraft:framedchest:0, Oak Framed Chest
bibliocraft:framedchest:1, Spruce Framed Chest
bibliocraft:framedchest:2, Birch Framed Chest
bibliocraft:framedchest:3, Jungle Framed Chest
bibliocraft:framedchest:4, Acacia Framed Chest
bibliocraft:framedchest:5, Dark Oak Framed Chest
bibliocraft:framedchest:6, Framed Framed Chest
bibliocraft:fancysign:0, Oak Fancy Sign
bibliocraft:fancysign:1, Spruce Fancy Sign
bibliocraft:fancysign:2, Birch Fancy Sign
bibliocraft:fancysign:3, Jungle Fancy Sign
bibliocraft:fancysign:4, Acacia Fancy Sign
bibliocraft:fancysign:5, Dark Oak Fancy Sign
bibliocraft:fancysign:6, Framed Fancy Sign
bibliocraft:fancyworkbench:0, Oak Fancy Workbench
bibliocraft:fancyworkbench:1, Spruce Fancy Workbench
bibliocraft:fancyworkbench:2, Birch Fancy Workbench
bibliocraft:fancyworkbench:3, Jungle Fancy Workbench
bibliocraft:fancyworkbench:4, Acacia Fancy Workbench
bibliocraft:fancyworkbench:5, Dark Oak Workbench
bibliocraft:fancyworkbench:6, Framed Fancy Workbench
bibliocraft:potionshelf:0, Oak Potion Shelf
bibliocraft:potionshelf:1, Spruce Potion Shelf
bibliocraft:potionshelf:2, Birch Potion Shelf
bibliocraft:potionshelf:3, Jungle Potion Shelf
bibliocraft:potionshelf:4, Acacia Potion Shelf
bibliocraft:potionshelf:5, Dark Oak Potion Shelf
bibliocraft:potionshelf:6, Framed Potion Shelf
bibliocraft:toolrack:0, Oak Tool Rack
bibliocraft:toolrack:1, Spruce Tool Rack
bibliocraft:toolrack:2, Birch Tool Rack
bibliocraft:toolrack:3, Jungle Tool Rack
bibliocraft:toolrack:4, Acacia Tool Rack
bibliocraft:toolrack:5, Dark Oak Tool Rack
bibliocraft:toolrack:6, Framed Tool Rack
bibliocraft:label:0, Oak Wood Label
bibliocraft:label:1, Spruce Wood Label
bibliocraft:label:2, Birch Wood Label
bibliocraft:label:3, Jungle Wood Label
bibliocraft:label:4, Acacia Label
bibliocraft:label:5, Dark Oak Label
bibliocraft:label:6, Framed Label
bibliocraft:desk:0, Oak Desk
bibliocraft:desk:1, Spruce Desk
bibliocraft:desk:2, Birch Desk
bibliocraft:desk:3, Jungle Desk
bibliocraft:desk:4, Acacia Desk
bibliocraft:desk:5, Dark Oak Desk
bibliocraft:desk:6, Framed Desk
bibliocraft:table:0, Oak Table
bibliocraft:table:1, Spruce Table
bibliocraft:table:2, Birch Table
bibliocraft:table:3, Jungle Table
bibliocraft:table:4, Acacia Table
bibliocraft:table:5, Dark Oak Table
bibliocraft:table:6, Framed Table
bibliocraft:seat:0, Oak Seat
bibliocraft:seat:1, Spruce Seat
bibliocraft:seat:2, Birch Seat
bibliocraft:seat:3, Jungle Seat
bibliocraft:seat:4, Acacia Seat
bibliocraft:seat:5, Dark Oak Seat
bibliocraft:seat:6, Framed Seat
bibliocraft:clock:0, Oak Clock
bibliocraft:clock:1, Spruce Clock
bibliocraft:clock:2, Birch Clock
bibliocraft:clock:3, Jungle Clock
bibliocraft:clock:4, Acacia Clock
bibliocraft:clock:5, Dark Oak Clock
bibliocraft:clock:6, Framed Clock
bibliocraft:case:0, Oak Case
bibliocraft:case:1, Spruce Case
bibliocraft:case:2, Birch Case
bibliocraft:case:3, Jungle Case
bibliocraft:case:4, Acacia Case
bibliocraft:case:5, Dark Oak Case
bibliocraft:case:6, Framed Case
bibliocraft:mapframe:0, Oak Map Frame
bibliocraft:mapframe:1, Spruce Map Frame
bibliocraft:mapframe:2, Birch Map Frame
bibliocraft:mapframe:3, Jungle Map Frame
bibliocraft:mapframe:4, Acacia Map Frame
